origin,destination,mode,commodity,vehicle_or_aircraft_type,distance_km,cargo_weight_tonnes,tonne_km,cost_inr,time_hours,co2_kg,environmental_cost_inr,emission_factor_kgco2_per_tkm,base_rate_inr_per_tkm,distance_source
Mumbai,Ahmedabad,Road,Cement,>40t,572.0,50,28598.7,41865.46,14.72,1143.95,8165.5,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Ahmedabad,Rail,Cement,Freight Rake,481,50,24050,19556.14,15.78,254.93,1819.69,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Lokshakti Express)
Mumbai,Ahmedabad,Air,Cement,Belly Cargo (Domestic),462.0,50,23098.9,207116.31,5.3,36496.33,260510.78,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Ahmedabad,Road,Containerized Goods,12-16t,572.0,5,2859.9,13415.15,14.75,142.99,1020.69,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Ahmedabad,Rail,Containerized Goods,Freight Rake,481,5,2405,3866.11,15.58,25.49,181.97,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Lokshakti Express)
Mumbai,Ahmedabad,Air,Containerized Goods,Belly Cargo (Domestic),462.0,5,2309.9,42661.32,5.42,3649.63,26051.08,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Ahmedabad,Road,Containerized Goods,12-16t,572.0,10,5719.7,28561.32,15.43,285.99,2041.37,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Ahmedabad,Rail,Containerized Goods,Freight Rake,481,10,4810,8302.23,14.42,50.99,363.94,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Lokshakti Express)
Mumbai,Ahmedabad,Air,Containerized Goods,Belly Cargo (Domestic),462.0,10,4619.8,75990.51,5.83,7299.27,52102.16,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Ahmedabad,Road,Containerized Goods,25-40t,572.0,20,11439.5,37782.24,15.41,457.58,3266.2,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Ahmedabad,Rail,Containerized Goods,Freight Rake,481,20,9620,17698.16,15.29,101.97,727.88,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Lokshakti Express)
Mumbai,Ahmedabad,Air,Containerized Goods,Belly Cargo (Domestic),462.0,20,9239.6,154400.96,5.33,14598.53,104204.31,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Ahmedabad,Road,Containerized Goods,>40t,572.0,50,28598.7,84043.84,16.28,1143.95,8165.5,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Ahmedabad,Rail,Containerized Goods,Freight Rake,481,50,24050,43986.88,15.71,254.93,1819.69,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Lokshakti Express)
Mumbai,Ahmedabad,Air,Containerized Goods,Belly Cargo (Domestic),462.0,50,23098.9,448355.38,5.38,36496.33,260510.78,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Ahmedabad,Road,General Goods,12-16t,572.0,5,2859.9,10078.61,14.33,142.99,1020.69,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Ahmedabad,Rail,General Goods,Freight Rake,481,5,2405,3417.39,15.75,25.49,181.97,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Lokshakti Express)
Mumbai,Ahmedabad,Air,General Goods,Belly Cargo (Domestic),462.0,5,2309.9,31732.99,5.66,3649.63,26051.08,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Ahmedabad,Road,General Goods,12-16t,572.0,10,5719.7,19754.14,16.35,285.99,2041.37,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Ahmedabad,Rail,General Goods,Freight Rake,481,10,4810,6923.22,15.89,50.99,363.94,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Lokshakti Express)
Mumbai,Ahmedabad,Air,General Goods,Belly Cargo (Domestic),462.0,10,4619.8,68696.99,5.83,7299.27,52102.16,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Ahmedabad,Road,General Goods,25-40t,572.0,20,11439.5,24638.32,15.88,457.58,3266.2,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Ahmedabad,Rail,General Goods,Freight Rake,481,20,9620,12731.91,15.82,101.97,727.88,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Lokshakti Express)
Mumbai,Ahmedabad,Air,General Goods,Belly Cargo (Domestic),462.0,20,9239.6,137173.14,5.82,14598.53,104204.31,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Ahmedabad,Road,General Goods,>40t,572.0,50,28598.7,72295.1,14.73,1143.95,8165.5,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Ahmedabad,Rail,General Goods,Freight Rake,481,50,24050,34211.91,14.57,254.93,1819.69,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Lokshakti Express)
Mumbai,Ahmedabad,Air,General Goods,Belly Cargo (Domestic),462.0,50,23098.9,347455.81,5.82,36496.33,260510.78,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Ahmedabad,Road,Automobile Parts,12-16t,572.0,5,2859.9,18549.08,16.07,142.99,1020.69,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Ahmedabad,Rail,Automobile Parts,Freight Rake,481,5,2405,6015.8,14.87,25.49,181.97,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Lokshakti Express)
Mumbai,Ahmedabad,Air,Automobile Parts,Belly Cargo (Domestic),462.0,5,2309.9,63394.39,5.4,3649.63,26051.08,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Ahmedabad,Road,Automobile Parts,12-16t,572.0,10,5719.7,35536.68,14.55,285.99,2041.37,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Ahmedabad,Rail,Automobile Parts,Freight Rake,481,10,4810,11775.78,15.72,50.99,363.94,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Lokshakti Express)
Mumbai,Ahmedabad,Air,Automobile Parts,Belly Cargo (Domestic),462.0,10,4619.8,130896.12,5.43,7299.27,52102.16,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Ahmedabad,Road,Automobile Parts,25-40t,572.0,20,11439.5,51821.24,15.05,457.58,3266.2,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Ahmedabad,Rail,Automobile Parts,Freight Rake,481,20,9620,26081.32,15.22,101.97,727.88,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Lokshakti Express)
Mumbai,Ahmedabad,Air,Automobile Parts,Belly Cargo (Domestic),462.0,20,9239.6,260468.07,5.32,14598.53,104204.31,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Ahmedabad,Road,Automobile Parts,>40t,572.0,50,28598.7,137841.07,14.51,1143.95,8165.5,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Ahmedabad,Rail,Automobile Parts,Freight Rake,481,50,24050,65022.99,14.81,254.93,1819.69,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Lokshakti Express)
Mumbai,Ahmedabad,Air,Automobile Parts,Belly Cargo (Domestic),462.0,50,23098.9,551705.0,5.53,36496.33,260510.78,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Coal,12-16t,1343.0,5,6715.1,12469.53,33.54,335.76,2396.63,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Coal,Freight Rake,1283,5,6415,5359.09,35.21,68.0,485.38,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Coal,Belly Cargo (Domestic),1084.8,5,5423.8,44810.31,6.41,8569.55,61169.46,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Coal,12-16t,1343.0,10,13430.3,22679.03,35.73,671.51,4793.27,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Coal,Freight Rake,1283,10,12830,9698.8,36.66,136.0,970.75,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Coal,Belly Cargo (Domestic),1084.8,10,10847.5,92432.17,6.52,17139.1,122338.93,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Coal,25-40t,1343.0,20,26860.6,34017.7,35.52,1074.42,7669.23,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Coal,Freight Rake,1283,20,25660,20620.24,33.65,272.0,1941.51,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Coal,Belly Cargo (Domestic),1084.8,20,21695.1,189479.5,6.23,34278.21,244677.85,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Coal,>40t,1343.0,50,67151.4,78099.9,36.5,2686.06,19173.07,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Coal,Freight Rake,1283,50,64150,54548.18,34.46,679.99,4853.77,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Coal,Belly Cargo (Domestic),1084.8,50,54237.7,441140.06,6.29,85695.52,611694.63,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Cement,12-16t,1343.0,5,6715.1,11594.93,33.45,335.76,2396.63,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Cement,Freight Rake,1283,5,6415,4914.27,34.89,68.0,485.38,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Cement,Belly Cargo (Domestic),1084.8,5,5423.8,49489.59,6.49,8569.55,61169.46,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Cement,12-16t,1343.0,10,13430.3,25556.92,35.21,671.51,4793.27,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Cement,Freight Rake,1283,10,12830,10118.96,35.34,136.0,970.75,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Cement,Belly Cargo (Domestic),1084.8,10,10847.5,81878.07,6.19,17139.1,122338.93,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Cement,25-40t,1343.0,20,26860.6,31727.73,35.02,1074.42,7669.23,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Cement,Freight Rake,1283,20,25660,21421.09,35.04,272.0,1941.51,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Cement,Belly Cargo (Domestic),1084.8,20,21695.1,179830.22,6.14,34278.21,244677.85,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Cement,>40t,1343.0,50,67151.4,80015.96,36.8,2686.06,19173.07,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Cement,Freight Rake,1283,50,64150,54734.36,34.01,679.99,4853.77,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Cement,Belly Cargo (Domestic),1084.8,50,54237.7,417067.04,6.37,85695.52,611694.63,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Containerized Goods,12-16t,1343.0,5,6715.1,26023.38,33.66,335.76,2396.63,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Containerized Goods,Freight Rake,1283,5,6415,11772.85,36.05,68.0,485.38,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Containerized Goods,Belly Cargo (Domestic),1084.8,5,5423.8,100867.07,6.15,8569.55,61169.46,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Containerized Goods,12-16t,1343.0,10,13430.3,47648.02,31.94,671.51,4793.27,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Containerized Goods,Freight Rake,1283,10,12830,21489.6,35.08,136.0,970.75,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Containerized Goods,Belly Cargo (Domestic),1084.8,10,10847.5,208634.72,6.03,17139.1,122338.93,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Containerized Goods,25-40t,1343.0,20,26860.6,67797.59,35.29,1074.42,7669.23,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Containerized Goods,Freight Rake,1283,20,25660,42617.81,35.86,272.0,1941.51,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Containerized Goods,Belly Cargo (Domestic),1084.8,20,21695.1,389551.99,6.16,34278.21,244677.85,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Containerized Goods,>40t,1343.0,50,67151.4,177827.08,31.84,2686.06,19173.07,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Containerized Goods,Freight Rake,1283,50,64150,116519.43,36.12,679.99,4853.77,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Containerized Goods,Belly Cargo (Domestic),1084.8,50,54237.7,898262.77,6.3,85695.52,611694.63,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,General Goods,12-16t,1343.0,5,6715.1,18462.75,37.11,335.76,2396.63,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,General Goods,Freight Rake,1283,5,6415,8749.47,33.58,68.0,485.38,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,General Goods,Belly Cargo (Domestic),1084.8,5,5423.8,72123.93,6.62,8569.55,61169.46,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,General Goods,12-16t,1343.0,10,13430.3,39141.2,36.24,671.51,4793.27,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,General Goods,Freight Rake,1283,10,12830,17916.64,36.88,136.0,970.75,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,General Goods,Belly Cargo (Domestic),1084.8,10,10847.5,154764.66,6.7,17139.1,122338.93,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,General Goods,25-40t,1343.0,20,26860.6,57926.69,35.2,1074.42,7669.23,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,General Goods,Freight Rake,1283,20,25660,36121.94,35.18,272.0,1941.51,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,General Goods,Belly Cargo (Domestic),1084.8,20,21695.1,323811.78,6.39,34278.21,244677.85,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,General Goods,>40t,1343.0,50,67151.4,144972.04,35.92,2686.06,19173.07,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,General Goods,Freight Rake,1283,50,64150,86890.48,34.32,679.99,4853.77,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,General Goods,Belly Cargo (Domestic),1084.8,50,54237.7,720941.85,6.46,85695.52,611694.63,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Automobile Parts,12-16t,1343.0,5,6715.1,38486.14,34.69,335.76,2396.63,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Automobile Parts,Freight Rake,1283,5,6415,16476.36,34.37,68.0,485.38,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Automobile Parts,Belly Cargo (Domestic),1084.8,5,5423.8,128674.43,6.19,8569.55,61169.46,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Automobile Parts,12-16t,1343.0,10,13430.3,69749.86,33.58,671.51,4793.27,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Automobile Parts,Freight Rake,1283,10,12830,32505.22,33.89,136.0,970.75,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Automobile Parts,Belly Cargo (Domestic),1084.8,10,10847.5,265994.36,6.5,17139.1,122338.93,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Automobile Parts,25-40t,1343.0,20,26860.6,103542.97,32.16,1074.42,7669.23,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Automobile Parts,Freight Rake,1283,20,25660,63640.47,35.32,272.0,1941.51,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Automobile Parts,Belly Cargo (Domestic),1084.8,20,21695.1,552735.57,6.13,34278.21,244677.85,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Chennai,Road,Automobile Parts,>40t,1343.0,50,67151.4,244624.12,36.82,2686.06,19173.07,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Chennai,Rail,Automobile Parts,Freight Rake,1283,50,64150,163661.1,35.85,679.99,4853.77,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Mumbai CST-Chennai Mail)
Mumbai,Chennai,Air,Automobile Parts,Belly Cargo (Domestic),1084.8,50,54237.7,1505793.48,6.56,85695.52,611694.63,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Bengaluru,Road,Coal,12-16t,1098.9,5,5494.6,9523.61,26.22,274.73,1961.01,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Bengaluru,Rail,Coal,Freight Rake,1153,5,5765,4623.28,31.53,61.11,436.2,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Udyan Express)
Mumbai,Bengaluru,Air,Coal,Belly Cargo (Domestic),887.6,5,4437.9,40179.84,6.44,7011.92,50051.06,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Bengaluru,Road,Coal,12-16t,1098.9,10,10989.1,19198.03,29.6,549.46,3922.02,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Bengaluru,Rail,Coal,Freight Rake,1153,10,11530,9541.11,31.07,122.22,872.39,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Udyan Express)
Mumbai,Bengaluru,Air,Coal,Belly Cargo (Domestic),887.6,10,8875.8,70859.18,5.9,14023.83,100102.11,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Bengaluru,Road,Coal,25-40t,1098.9,20,21978.3,26209.05,26.33,879.13,6275.24,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Bengaluru,Rail,Coal,Freight Rake,1153,20,23060,18445.75,31.3,244.44,1744.78,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Udyan Express)
Mumbai,Bengaluru,Air,Coal,Belly Cargo (Domestic),887.6,20,17751.7,147235.69,5.86,28047.66,200204.23,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Bengaluru,Road,Coal,>40t,1098.9,50,54945.7,65941.51,26.78,2197.83,15688.09,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Bengaluru,Rail,Coal,Freight Rake,1153,50,57650,48282.35,29.3,611.09,4361.96,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Udyan Express)
Mumbai,Bengaluru,Air,Coal,Belly Cargo (Domestic),887.6,50,44379.2,367316.43,6.16,70119.16,500510.56,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Bengaluru,Road,Cement,12-16t,1098.9,5,5494.6,8761.09,29.12,274.73,1961.01,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Bengaluru,Rail,Cement,Freight Rake,1153,5,5765,4422.66,30.63,61.11,436.2,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Udyan Express)
Mumbai,Bengaluru,Air,Cement,Belly Cargo (Domestic),887.6,5,4437.9,33869.05,6.02,7011.92,50051.06,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Bengaluru,Road,Cement,12-16t,1098.9,10,10989.1,18236.51,27.68,549.46,3922.02,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Bengaluru,Rail,Cement,Freight Rake,1153,10,11530,9785.39,30.38,122.22,872.39,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Udyan Express)
Mumbai,Bengaluru,Air,Cement,Belly Cargo (Domestic),887.6,10,8875.8,78184.38,6.35,14023.83,100102.11,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Bengaluru,Road,Cement,25-40t,1098.9,20,21978.3,25025.44,26.57,879.13,6275.24,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Bengaluru,Rail,Cement,Freight Rake,1153,20,23060,17341.01,30.87,244.44,1744.78,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Udyan Express)
Mumbai,Bengaluru,Air,Cement,Belly Cargo (Domestic),887.6,20,17751.7,163749.46,6.0,28047.66,200204.23,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Bengaluru,Road,Cement,>40t,1098.9,50,54945.7,67801.59,29.75,2197.83,15688.09,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Bengaluru,Rail,Cement,Freight Rake,1153,50,57650,48104.32,31.53,611.09,4361.96,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Udyan Express)
Mumbai,Bengaluru,Air,Cement,Belly Cargo (Domestic),887.6,50,44379.2,405629.97,5.89,70119.16,500510.56,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Bengaluru,Road,Containerized Goods,12-16t,1098.9,5,5494.6,18752.15,26.89,274.73,1961.01,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Bengaluru,Rail,Containerized Goods,Freight Rake,1153,5,5765,9465.02,31.27,61.11,436.2,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Udyan Express)
Mumbai,Bengaluru,Air,Containerized Goods,Belly Cargo (Domestic),887.6,5,4437.9,80796.73,5.9,7011.92,50051.06,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Bengaluru,Road,Containerized Goods,12-16t,1098.9,10,10989.1,43138.46,29.69,549.46,3922.02,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Bengaluru,Rail,Containerized Goods,Freight Rake,1153,10,11530,19063.94,31.08,122.22,872.39,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Udyan Express)
Mumbai,Bengaluru,Air,Containerized Goods,Belly Cargo (Domestic),887.6,10,8875.8,167463.57,5.83,14023.83,100102.11,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Mumbai,Bengaluru,Road,Containerized Goods,25-40t,1098.9,20,21978.3,60044.5,30.59,879.13,6275.24,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Mumbai,Bengaluru,Rail,Containerized Goods,Freight Rake,1153,20,23060,37743.3,29.29,244.44,1744.78,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Udyan Express)
